ID,DriverTenure,FleetRole,DriverType,DO,WorkingHours,AVGTicket,Cost,LoadFactor,FrequentMoment,CorpProd,FrequentZone,Churn
1065,1 - 2 months,DWC,New,2,1.87,638.22,1232,0.7907,HDM,NO,HDZ,YES
1066,7-12 months,DWC,Reactivated,2,1.54,174.9,251,0.769,HDM,NO,HDZ,YES
1067,More than 12 months,DWC,Recurrent,38,24,235.79,6509,0.5602,LDM,NO,HDZ,NO
1068,3 - 6 months,DWC,Recurrent,140,103.91,174.89,22529,0.5391,HDM,NO,LDZ,NO
1069,3 - 6 months,DWC,Recurrent,6,8.44,343.7,1981,0.3779,LDM,NO,LDZ,NO
1070,3 - 6 months,DWC,Recurrent,12,11.7,329.28,3023,0.5513,HDM,YES,HDZ,NO
1071,1 - 2 months,DWC,New,37,24.91,337.24,9498,0.6755,HDM,YES,HDZ,NO
1072,3 - 6 months,DWC,Recurrent,63,32.19,274.34,12566,0.7082,HDM,NO,HDZ,NO
1073,1 - 2 months,DWC,Recurrent,3,1.7,126.72,364,0.6123,HDM,NO,LDZ,YES
1074,3 - 6 months,DWC,Recurrent,408,278.1,324.89,100611,0.748,HDM,YES,HDZ,NO
1075,1 - 2 months,DWOC,New,20,12.5,190.33,3332,0.6252,LDM,YES,LDZ,YES
1076,1 - 2 months,DWOC,Recurrent,90,45.66,246.43,16308,0.7286,LDM,YES,HDZ,YES
1077,1 - 2 months,DWC,Recurrent,139,107.04,297.53,31330,0.7527,HDM,YES,HDZ,NO
1078,More than 12 months,DWC,Recurrent,89,53.79,236.1,15400,0.6265,HDM,YES,HDZ,NO
1079,1 - 2 months,DWC,Recurrent,4,5.78,203.29,715,0.2966,HDM,YES,HDZ,YES
1080,1 - 2 months,DWC,Recurrent,9,10.73,153.34,1183,0.2901,HDM,NO,HDZ,YES
1081,3 - 6 months,DWC,Recurrent,12,8.18,151.13,1504,0.4541,HDM,NO,LDZ,NO
1082,1 - 2 months,DWC,New,111,68.87,140.44,15120,0.5113,LDM,NO,LDZ,NO
1083,1 - 2 months,DWC,New,11,5.34,213.34,2006,0.7178,LDM,NO,HDZ,YES
1084,1 - 2 months,DWC,New,4,5.47,191.88,735,0.3595,HDM,NO,LDZ,NO
1085,3 - 6 months,DWC,Recurrent,2,2.58,43.8,84,0.1544,HDM,NO,LDZ,YES
1086,7-12 months,DWC,Reactivated,3,1.45,157.36,343,0.6084,HDM,NO,HDZ,YES
1087,1 - 2 months,DWC,New,15,12.6,174.59,2244,0.4347,LDM,NO,LDZ,YES
1088,7-12 months,DWC,Reactivated,36,20.05,220.81,7239,0.5651,LDM,NO,HDZ,NO
1089,More than 12 months,DWC,Recurrent,76,79.01,249.09,17143,0.5223,HDM,NO,LDZ,YES
1090,3 - 6 months,DWC,Recurrent,86,48.66,236.29,16088,0.6595,HDM,NO,HDZ,NO
1091,1 - 2 months,DWC,New,140,103.46,291.79,30126,0.7921,HDM,YES,HDZ,NO
1092,7-12 months,DWC,Recurrent,122,84.32,241.36,21796,0.7077,HDM,YES,HDZ,NO
1093,7-12 months,DWC,Recurrent,237,140.26,291.18,51776,0.7533,HDM,YES,HDZ,NO
1094,7-12 months,DWC,Recurrent,120,72.18,279.72,25720,0.7596,HDM,YES,HDZ,NO
1095,1 - 2 months,DWC,New,40,40.35,190.42,6681,0.5309,HDM,NO,HDZ,YES
1096,1 - 2 months,DWC,New,2,1.89,105.58,202,0.4493,HDM,NO,LDZ,NO
1097,7-12 months,DWC,Recurrent,160,127.85,260.28,30548,0.7043,HDM,NO,HDZ,NO
1098,3 - 6 months,DWC,Recurrent,305,223.17,204.99,52315,0.4813,HDM,NO,HDZ,NO
1099,3 - 6 months,DWC,Recurrent,46,57.58,185.54,7806,0.3937,HDM,NO,HDZ,NO
1100,1 - 2 months,DWC,New,1,1.68,401.87,385,0.5816,HDM,NO,HDZ,YES
1101,7-12 months,DWC,Recurrent,26,13.23,135.98,2718,0.552,LDM,NO,HDZ,YES
1102,1 - 2 months,DWC,Recurrent,100,82.03,196.09,14570,0.508,HDM,NO,HDZ,NO
1103,1 - 2 months,DWC,Recurrent,12,6.42,164.75,1797,0.6535,LDM,NO,HDZ,YES
1104,1 - 2 months,DWC,New,20,12.48,233.09,3346,0.646,HDM,NO,HDZ,YES
1105,1 - 2 months,DWC,New,2,7.44,89,170,0.1685,HDM,NO,LDZ,YES
1106,1 - 2 months,DWC,New,4,2.4,141.3,455,0.5415,HDM,NO,HDZ,NO
1107,More than 12 months,DWC,Recurrent,310,177.02,261.53,61193,0.7742,HDM,YES,HDZ,NO
1108,3 - 6 months,DWC,Recurrent,143,87.1,261.34,27356,0.7886,HDM,YES,HDZ,YES
1109,More than 12 months,DWC,Recurrent,238,181.71,299.69,53174,0.8092,HDM,YES,HDZ,NO
1110,1 - 2 months,DWC,Recurrent,2,3.27,64.41,123,0.0855,HDM,NO,HDZ,YES
1111,3 - 6 months,DWC,Recurrent,7,19.09,264.56,1406,0.1385,LDM,NO,HDZ,YES
1112,3 - 6 months,DWC,Recurrent,17,24.93,123.35,1806,0.2627,HDM,NO,HDZ,YES
1113,1 - 2 months,DWC,New,20,23.06,182.09,3053,0.3584,HDM,NO,HDZ,YES
1114,3 - 6 months,DWC,Recurrent,1,1.81,155,111,0.2771,HDM,NO,HDZ,YES
1115,3 - 6 months,DWC,Recurrent,1,3.49,107,102,0.0634,HDM,NO,LDZ,NO
1116,3 - 6 months,DWC,Recurrent,7,9.58,260.31,1350,0.3775,HDM,NO,HDZ,YES
1117,More than 12 months,DWC,Recurrent,1,0.49,275.5,201,0.9093,HDM,NO,HDZ,YES
1118,3 - 6 months,DWC,Recurrent,58,72.63,332.21,16661,0.5518,HDM,NO,LDZ,NO
1119,3 - 6 months,DWC,Recurrent,14,17.45,223.72,2711,0.4565,HDM,NO,LDZ,YES
1120,7-12 months,DWC,Recurrent,182,152.55,270.95,39228,0.5505,HDM,YES,HDZ,NO
1121,1 - 2 months,DWOC,New,207,146.73,289.27,44718,0.6905,HDM,YES,HDZ,NO
1122,More than 12 months,DWC,Reactivated,4,9.62,886.98,2669,0.3277,LDM,YES,HDZ,YES
1123,1 - 2 months,DWC,New,3,1.65,199.69,575,0.8231,HDM,NO,LDZ,YES
1124,1 - 2 months,DWC,New,2,4.51,245.98,431,0.2697,HDM,NO,HDZ,YES
1125,3 - 6 months,DWC,Reactivated,17,11.93,167.67,2730,0.4765,HDM,NO,HDZ,NO
1126,More than 12 months,DWC,Recurrent,51,37.86,259.6,10141,0.6519,HDM,YES,HDZ,NO
1127,More than 12 months,DWC,Reactivated,1,10.27,80.5,77,0.9886,HDM,NO,HDZ,YES
1128,7-12 months,DWC,Reactivated,10,6.81,229.47,1746,0.6239,HDM,NO,HDZ,YES
1129,1 - 2 months,DWOC,New,15,13.72,298.81,3318,0.6007,HDM,YES,HDZ,NO
1130,7-12 months,DWC,Recurrent,2,0.81,197.29,287,0.7246,HDM,NO,HDZ,YES
1131,1 - 2 months,DWC,Recurrent,2,0.83,219.75,421,0.9411,HDM,NO,LDZ,YES
1132,7-12 months,DWC,Recurrent,212,199.64,352.7,57657,0.6877,HDM,YES,HDZ,NO
1133,More than 12 months,DWC,Recurrent,275,159.37,278.08,56564,0.7728,HDM,YES,HDZ,NO
1134,3 - 6 months,DWC,Recurrent,13,7.46,261.33,2526,0.6868,LDM,NO,HDZ,YES
1135,3 - 6 months,DWC,Recurrent,251,187.35,293.84,55553,0.765,HDM,YES,HDZ,NO
1136,More than 12 months,DWC,Recurrent,176,123.17,281.97,37570,0.7012,HDM,YES,HDZ,NO
1137,1 - 2 months,DWC,New,3,5.34,403.33,1107,0.4479,HDM,NO,LDZ,YES
1138,3 - 6 months,DWC,Recurrent,1,0.64,265.45,191,0.8166,HDM,NO,HDZ,YES
1139,1 - 2 months,DWC,New,5,4.7,140.59,676,0.2375,HDM,NO,LDZ,YES
1140,3 - 6 months,DWC,Reactivated,10,13.99,241.82,1887,0.3854,LDM,NO,HDZ,YES
1141,7-12 months,DWOC,Recurrent,190,132.57,227.27,31935,0.6662,HDM,NO,HDZ,NO
1142,1 - 2 months,DWC,New,92,70.1,175.35,14525,0.4783,HDM,NO,LDZ,YES
1143,More than 12 months,DWC,Recurrent,45,29.07,295.35,9874,0.863,HDM,YES,HDZ,NO
1144,7-12 months,DWC,Recurrent,62,54.89,237.18,10785,0.4291,HDM,NO,HDZ,NO
1145,3 - 6 months,DWC,Recurrent,67,52.87,227.96,14587,0.6833,LDM,NO,LDZ,YES
1146,1 - 2 months,DWC,New,1,0.52,160.74,154,0.7751,HDM,NO,LDZ,YES
1147,3 - 6 months,DWC,Recurrent,2,2.9,274.75,526,0.7569,HDM,NO,LDZ,YES
1148,7-12 months,DWC,Recurrent,3,1.37,138,396,0.8645,HDM,NO,LDZ,NO
1149,7-12 months,DWC,Recurrent,148,94.67,277.54,30856,0.7589,HDM,YES,HDZ,NO
1150,1 - 2 months,DWC,New,13,9.3,123.92,1542,0.548,HDM,NO,LDZ,NO
1151,More than 12 months,DWC,Recurrent,53,33.24,290.14,12159,0.7154,LDM,YES,HDZ,YES
1152,More than 12 months,DWC,Reactivated,210,138.43,269.06,44668,0.6567,LDM,NO,HDZ,NO
1153,7-12 months,DWC,Recurrent,112,63.36,263.41,22028,0.7936,HDM,YES,HDZ,YES
1154,1 - 2 months,DWC,New,49,35.37,211.21,8767,0.5673,HDM,NO,HDZ,NO
1155,1 - 2 months,DWC,Recurrent,9,14.46,191.89,1521,0.3098,HDM,NO,HDZ,YES
1156,7-12 months,DWC,Recurrent,24,14.02,258.83,4502,0.8247,HDM,NO,HDZ,NO
1157,1 - 2 months,DWC,New,1,26.67,251.22,240,0.0284,HDM,NO,HDZ,NO
1158,More than 12 months,DWC,Recurrent,198,126.3,310.8,47211,0.6986,HDM,YES,HDZ,NO
1159,More than 12 months,DWC,Reactivated,5,2.87,236.46,930,0.9324,LDM,NO,HDZ,YES
1160,More than 12 months,DWC,Recurrent,45,30.23,363.82,12014,0.8317,HDM,YES,HDZ,YES
1161,More than 12 months,DWC,Recurrent,143,102.45,292.53,31951,0.8015,HDM,YES,HDZ,NO
1162,1 - 2 months,DWC,Recurrent,34,70.4,187.37,6352,0.2544,HDM,NO,LDZ,YES
1163,1 - 2 months,DWC,New,1,1.39,124.01,119,0.2686,HDM,NO,HDZ,NO
1164,3 - 6 months,DWC,Recurrent,220,131.79,252.22,41980,0.7167,HDM,NO,HDZ,NO
1165,3 - 6 months,DWC,Recurrent,1,1.13,104.5,75,0.2236,LDM,NO,HDZ,YES
1166,7-12 months,DWOC,Recurrent,245,188.73,350.27,64561,0.7248,HDM,YES,HDZ,NO
1167,1 - 2 months,DWC,New,47,24.65,204.76,7935,0.708,HDM,NO,HDZ,NO
1168,7-12 months,DWC,Recurrent,198,140.49,297.52,43681,0.7901,HDM,YES,HDZ,NO
1169,1 - 2 months,DWC,New,1,19.61,87.39,84,0.0315,HDM,NO,LDZ,YES
1170,7-12 months,DWC,Recurrent,273,167.85,292.13,59421,0.8024,HDM,YES,HDZ,NO
1171,1 - 2 months,DWC,New,2,4.61,100,191,0.5335,HDM,NO,HDZ,YES
1172,1 - 2 months,DWC,Recurrent,186,117.33,292.87,41398,0.6818,LDM,NO,HDZ,NO
1173,1 - 2 months,DWC,New,9,6.18,88.71,673,0.4906,HDM,NO,HDZ,YES
1174,3 - 6 months,DWC,Recurrent,2,7.11,39.19,75,0.0515,HDM,NO,HDZ,YES
1175,More than 12 months,DWC,Recurrent,41,20.83,245.87,7426,0.8063,LDM,YES,HDZ,YES
1176,More than 12 months,DWC,Reactivated,5,3.23,153.71,552,0.5507,HDM,NO,HDZ,YES
1177,3 - 6 months,DWOC,Recurrent,293,207.63,303.4,66714,0.7908,HDM,YES,HDZ,NO
1178,More than 12 months,DWC,Recurrent,19,10.78,276.94,3786,0.7717,HDM,NO,HDZ,NO
1179,More than 12 months,DWC,Recurrent,35,26.42,361.41,9216,0.8152,HDM,YES,HDZ,NO
1180,More than 12 months,DWC,Recurrent,248,160.77,298.67,55577,0.7635,HDM,YES,HDZ,NO
1181,7-12 months,DWC,Recurrent,27,21.78,320.85,6490,0.6929,HDM,YES,HDZ,NO
1182,7-12 months,DWC,Reactivated,6,6.88,92.77,533,0.2922,LDM,NO,HDZ,YES
1183,3 - 6 months,DWOC,Recurrent,367,247.43,296.52,82753,0.7963,HDM,YES,HDZ,NO
1184,1 - 2 months,DWC,Recurrent,223,141.23,261.88,43968,0.7737,HDM,YES,HDZ,NO
1185,1 - 2 months,DWC,New,1,1.01,110.5,79,0.3727,LDM,NO,HDZ,YES
1186,3 - 6 months,DWOC,Recurrent,171,340.89,758.49,98807,0.3835,HDM,YES,HDZ,NO
1187,7-12 months,DWC,Recurrent,41,42.67,303.05,9927,0.5501,HDM,NO,HDZ,NO
1188,More than 12 months,DWC,Recurrent,247,203.58,360.12,67203,0.7403,HDM,YES,HDZ,NO
1189,1 - 2 months,DWC,New,8,6.85,273.63,1858,0.5976,HDM,NO,HDZ,YES
1190,3 - 6 months,DWC,Reactivated,13,14.29,120.04,1468,0.3293,HDM,NO,HDZ,YES
1191,7-12 months,DWOC,Recurrent,117,74.39,278.41,24774,0.8246,HDM,YES,HDZ,YES
1192,7-12 months,DWC,Recurrent,265,149.92,269.08,52475,0.7488,HDM,NO,HDZ,NO
1193,More than 12 months,DWC,Recurrent,153,70.08,236.75,26622,0.6941,LDM,YES,HDZ,NO
1194,More than 12 months,DWC,Recurrent,15,11.25,492.72,5533,0.7143,HDM,YES,HDZ,NO
1195,3 - 6 months,DWC,Recurrent,82,63.42,187.69,14005,0.5121,HDM,NO,HDZ,NO
1196,7-12 months,DWC,Recurrent,161,84.43,209.47,24768,0.6843,HDM,NO,HDZ,NO
1197,More than 12 months,DWC,Recurrent,381,255.08,315.71,87895,0.7003,HDM,YES,HDZ,NO
1198,1 - 2 months,DWC,Recurrent,8,4.76,184.76,1067,0.5693,LDM,NO,HDZ,YES
1199,3 - 6 months,DWC,Recurrent,46,10.82,94.98,3441,0.5376,HDM,YES,HDZ,YES
1200,7-12 months,DWC,Recurrent,202,161.61,334.5,52107,0.6977,HDM,YES,HDZ,NO
1201,More than 12 months,DWC,Recurrent,137,320.48,996.79,103244,0.4174,HDM,YES,HDZ,NO
1202,3 - 6 months,DWC,Reactivated,1,8.75,182.68,175,0.122,LDM,NO,LDZ,YES
1203,1 - 2 months,DWC,Recurrent,30,19.09,197.97,4997,0.6919,HDM,NO,HDZ,YES
1204,7-12 months,DWOC,Recurrent,104,106.7,400.81,32914,0.6167,HDM,YES,HDZ,NO
1205,1 - 2 months,DWC,New,23,18.71,176.06,3521,0.4877,HDM,NO,HDZ,YES
1206,1 - 2 months,DWC,New,2,1.77,82.5,158,0.2911,LDM,NO,LDZ,YES
1207,More than 12 months,DWC,Recurrent,226,118.65,262.99,43428,0.6446,LDM,YES,HDZ,NO
1208,7-12 months,DWC,Recurrent,237,147.86,307,53615,0.7827,HDM,YES,HDZ,NO
1209,1 - 2 months,DWC,New,3,7.53,159.15,343,0.1516,HDM,NO,LDZ,NO
1210,7-12 months,DWC,Reactivated,33,16.14,155.83,4495,0.6216,HDM,NO,HDZ,NO
1211,3 - 6 months,DWC,Recurrent,441,321.53,256.09,83110,0.6971,HDM,NO,HDZ,NO
1212,1 - 2 months,DWC,New,26,18.04,187.8,4673,0.5795,LDM,NO,LDZ,YES
1213,1 - 2 months,DWC,Recurrent,150,137.35,199.71,27950,0.564,HDM,NO,LDZ,NO
1214,3 - 6 months,DWC,Recurrent,27,29.14,240.31,4741,0.4128,HDM,NO,HDZ,YES
1215,1 - 2 months,DWC,New,53,67.32,121.53,5793,0.3952,HDM,NO,HDZ,YES
1216,1 - 2 months,DWC,New,1,0.96,78.5,75,0.2187,HDM,NO,LDZ,YES
1217,More than 12 months,DWOC,Recurrent,220,136.09,276.28,45294,0.73740000000000006,HDM,NO,HDZ,NO
1218,1 - 2 months,DWC,Recurrent,1,1.17,78.5,75,0.2073,HDM,NO,HDZ,YES
1219,1 - 2 months,DWC,New,12,26.57,189.58,2018,0.215,LDM,NO,LDZ,YES
1220,7-12 months,DWC,Recurrent,30,14.95,221.88,4854,0.7036,HDM,NO,HDZ,YES
1221,More than 12 months,DWOC,Recurrent,245,154.95,293.27,53645,0.6766,LDM,YES,HDZ,NO
1222,3 - 6 months,DWC,Recurrent,64,49.56,198.29,11691,0.6512,HDM,NO,HDZ,YES
1223,1 - 2 months,DWC,New,7,4.68,295.81,1486,0.911,HDM,NO,HDZ,NO
1224,7-12 months,DWOC,Recurrent,112,72.06,278.09,22703,0.7073,HDM,NO,HDZ,NO
1225,More than 12 months,DWC,Recurrent,339,179.8,294.38,75923,0.7708,HDM,YES,HDZ,NO
1226,1 - 2 months,DWC,New,1,6.89,174.25,125,0.0977,HDM,NO,HDZ,YES
1227,3 - 6 months,DWC,Recurrent,346,252.41,365.69,95303,0.6651,HDM,YES,HDZ,NO
1228,3 - 6 months,DWC,Recurrent,88,39.05,218.93,14185,0.7802,LDM,YES,HDZ,YES
1229,1 - 2 months,DWOC,New,9,6.4,294.59,1952,0.7318,HDM,YES,HDZ,YES
1230,1 - 2 months,DWC,New,1,1.69,78.38,75,0.1528,HDM,NO,LDZ,YES
1231,1 - 2 months,DWC,Recurrent,1,4.31,136,130,0.0766,HDM,NO,LDZ,YES
1232,3 - 6 months,DWC,Recurrent,191,113.71,249.72,35472,0.7175,HDM,NO,HDZ,NO
1233,1 - 2 months,DWC,New,7,4.82,282.49,1460,0.5472,HDM,NO,HDZ,NO
1234,3 - 6 months,DWC,Recurrent,44,22.69,243.02,8081,0.6759,HDM,YES,HDZ,YES
1235,1 - 2 months,DWC,Recurrent,1,1.44,78.5,75,0.1806,HDM,NO,HDZ,YES
1236,1 - 2 months,DWC,New,3,5.19,168.6,567,0.2808,HDM,NO,LDZ,YES
1237,7-12 months,DWC,Recurrent,144,101.71,256.38,27063,0.6343,HDM,NO,HDZ,NO
1238,3 - 6 months,DWC,Reactivated,334,202.19,277.95,68785,0.7413,HDM,YES,HDZ,NO
1239,More than 12 months,DWC,Recurrent,183,103.89,245.1,36419,0.6771,HDM,NO,HDZ,NO
1240,More than 12 months,DWC,Recurrent,190,127.96,276.47,40406,0.726,HDM,YES,HDZ,NO
1241,More than 12 months,DWC,Recurrent,15,12.93,284.82,3249,0.5117,HDM,NO,HDZ,NO
1242,3 - 6 months,DWC,Recurrent,122,102,265.8,24382,0.542,HDM,NO,HDZ,YES
1243,1 - 2 months,DWC,Recurrent,146,105.32,269.81,30898,0.6588,HDM,NO,HDZ,NO
1244,1 - 2 months,DWC,New,3,8.96,181.38,521,0.2318,HDM,NO,LDZ,YES
1245,7-12 months,DWC,Recurrent,135,65.86,227.63,22430,0.7322,HDM,NO,HDZ,NO
1246,More than 12 months,DWC,Recurrent,147,100.56,271.51,30541,0.7439,HDM,YES,HDZ,NO
1247,3 - 6 months,DWC,Recurrent,12,18.64,104.79,1208,0.1582,HDM,NO,HDZ,NO
1248,1 - 2 months,DWC,Recurrent,19,26.74,188.03,3422,0.2607,HDM,NO,HDZ,YES
1249,More than 12 months,DWC,Recurrent,249,142.92,299.32,54992,0.8054,HDM,YES,HDZ,NO
1250,1 - 2 months,DWOC,Recurrent,35,26.92,316.06,8335,0.8097,HDM,YES,HDZ,YES
1251,3 - 6 months,DWC,Reactivated,1,41.11,367.54,264,0.0207,HDM,NO,HDZ,YES
1252,1 - 2 months,DWOC,Recurrent,1,1.03,107,77,0.2038,HDM,NO,HDZ,YES
1253,3 - 6 months,DWC,Recurrent,80,48.89,256.71,16440,0.7351,HDM,NO,HDZ,NO
1254,3 - 6 months,DWC,Recurrent,201,113.74,253.35,37128,0.6262,HDM,NO,HDZ,NO
1255,1 - 2 months,DWC,New,34,29.05,178.56,5742,0.4667,HDM,NO,LDZ,YES
1256,More than 12 months,DWC,Recurrent,235,135.9,266.32,46872,0.6255,HDM,YES,HDZ,NO
1257,1 - 2 months,DWC,New,5,15.46,174.25,771,0.1362,HDM,NO,HDZ,YES
1258,More than 12 months,DWC,Reactivated,3,2.66,160.85,437,0.4124,HDM,NO,HDZ,YES
1259,1 - 2 months,DWC,New,2,3.01,342.99,546,0.471,LDM,NO,LDZ,YES
1260,3 - 6 months,DWC,Recurrent,22,54.85,204.73,3742,0.2243,HDM,NO,LDZ,YES
1261,1 - 2 months,DWC,New,2,1.99,205.1,394,0.4358,HDM,NO,LDZ,YES
1262,More than 12 months,DWC,Recurrent,7,4.86,175.88,1070,0.5106,HDM,NO,HDZ,YES
1263,1 - 2 months,DWC,Recurrent,6,5.14,208.91,1282,0.7143,HDM,NO,HDZ,YES
1264,More than 12 months,DWC,Recurrent,134,195.18,733.05,75045,0.5069,HDM,YES,HDZ,NO
1265,1 - 2 months,DWC,New,2,4.94,245.75,470,0.264,HDM,NO,LDZ,NO
1266,3 - 6 months,DWOC,Recurrent,244,130.39,260.84,46513,0.8011,HDM,YES,HDZ,NO
1267,1 - 2 months,DWOC,Recurrent,172,143.92,273.58,36288,0.694,HDM,YES,HDZ,YES
1268,More than 12 months,DWC,Recurrent,105,72.46,287.82,23147,0.855,HDM,YES,HDZ,YES
1269,1 - 2 months,DWC,New,1,2.25,104.62,75,0.1496,LDM,NO,HDZ,NO
1270,More than 12 months,DWC,Recurrent,20,21.69,552.26,8575,0.6491,HDM,YES,HDZ,NO
1271,More than 12 months,DWC,Recurrent,213,133.79,332.24,52166,0.8295,HDM,YES,HDZ,NO
1272,7-12 months,DWC,Recurrent,6,2.36,237.04,1227,0.8335,HDM,NO,HDZ,YES
1273,1 - 2 months,DWC,New,2,6.08,88.62,323,0.2586,HDM,NO,HDZ,YES
1274,3 - 6 months,DWC,Reactivated,10,16.08,288.98,2141,0.227,HDM,NO,HDZ,YES
1275,1 - 2 months,DWOC,Recurrent,274,155.68,240.75,51032,0.7342,LDM,NO,HDZ,NO
1276,3 - 6 months,DWC,Recurrent,98,57.25,243.56,19012,0.6639,HDM,NO,HDZ,YES
1277,3 - 6 months,DWC,Recurrent,65,39.41,278.29,13206,0.7098,HDM,NO,HDZ,NO
1278,1 - 2 months,DWC,Recurrent,7,8.99,96.43,590,0.1823,HDM,NO,HDZ,YES
1279,3 - 6 months,DWC,Recurrent,93,137.83,437.56,34414,0.4385,HDM,YES,LDZ,YES
1280,More than 12 months,DWC,Reactivated,5,2.97,213.78,969,0.8925,LDM,NO,HDZ,YES
1281,1 - 2 months,DWOC,New,5,5.51,193.14,705,0.4037,HDM,NO,HDZ,NO
1282,More than 12 months,DWC,Recurrent,293,200.44,304.5,66492,0.7835,HDM,YES,HDZ,NO
1283,3 - 6 months,DWC,Reactivated,1,0.82,579,416,0.8784,HDM,NO,HDZ,YES
1284,3 - 6 months,DWOC,Recurrent,112,76.92,304.61,25885,0.7198,HDM,YES,HDZ,NO
1285,1 - 2 months,DWC,New,1,3.9,171.5,164,0.1271,HDM,NO,LDZ,YES
1286,More than 12 months,DWC,Reactivated,11,15.18,204.71,1695,0.9275,LDM,NO,HDZ,YES
1287,More than 12 months,DWOC,Recurrent,34,22.65,327.67,8716,0.666,LDM,YES,HDZ,YES
1288,1 - 2 months,DWC,Recurrent,171,113.77,233.02,31427,0.7424,HDM,NO,HDZ,NO
1289,1 - 2 months,DWC,New,1,1.37,82.69,79,0.239,HDM,NO,HDZ,YES
1290,1 - 2 months,DWC,New,8,16.87,113.38,1037,0.1671,LDM,NO,LDZ,NO
1291,More than 12 months,DWC,Recurrent,24,13.99,279.45,4881,0.734,HDM,YES,HDZ,NO
1292,7-12 months,DWC,Recurrent,3,4.8,189.17,456,0.1914,LDM,NO,HDZ,YES
1293,7-12 months,DWC,Recurrent,344,209.81,280.03,71836,0.7892,HDM,YES,HDZ,NO
1294,1 - 2 months,DWC,Recurrent,134,98.3,300.34,31303,0.7605,HDM,YES,HDZ,NO
1295,7-12 months,DWOC,Recurrent,80,42.18,262.8,15467,0.774,HDM,NO,HDZ,NO
1296,7-12 months,DWOC,Recurrent,213,181.25,357.47,56776,0.6925,HDM,YES,HDZ,NO
1297,More than 12 months,DWC,Recurrent,12,13.44,255.03,2404,0.4304,HDM,NO,HDZ,YES
1298,1 - 2 months,DWC,New,1,0.8,130.87,94,0.6351,HDM,NO,HDZ,YES
1299,3 - 6 months,DWC,Recurrent,233,238.33,229.19,42734,0.5348,HDM,NO,HDZ,NO
1300,3 - 6 months,DWC,Recurrent,5,3.16,335.75,1432,0.7137,LDM,NO,LDZ,NO
1301,7-12 months,DWC,Recurrent,181,127.95,215.37,29034,0.7229,HDM,NO,HDZ,NO
1302,3 - 6 months,DWOC,Recurrent,81,65.43,326.95,19816,0.6841,HDM,YES,HDZ,YES
1303,More than 12 months,DWC,Recurrent,59,39.29,325.22,14538,0.7318,HDM,YES,HDZ,NO
1304,3 - 6 months,DWC,Recurrent,67,38.08,140.49,9013,0.6135,HDM,NO,LDZ,YES
1305,3 - 6 months,DWOC,Recurrent,187,118.78,297.93,41447,0.7823,HDM,YES,HDZ,NO
1306,3 - 6 months,DWC,Reactivated,1,0.7,245.2,176,0.5662,HDM,NO,HDZ,YES
1307,More than 12 months,DWC,Recurrent,202,131.94,255.59,37589,0.7836,HDM,NO,HDZ,NO
1308,7-12 months,DWC,Recurrent,24,26.44,487.7,9020,0.5248,HDM,YES,HDZ,NO
1309,More than 12 months,DWC,Recurrent,220,155.14,319.87,51916,0.7704,HDM,YES,HDZ,NO
1310,More than 12 months,DWC,Recurrent,149,93.55,276.97,31747,0.6931,HDM,YES,HDZ,NO
1311,More than 12 months,DWC,Recurrent,21,17.75,425.94,6640,0.6844,HDM,YES,HDZ,NO
1312,3 - 6 months,DWOC,Recurrent,63,40.9,221.15,10271,0.7331,HDM,YES,HDZ,YES
1313,1 - 2 months,DWC,Recurrent,14,17.84,232.15,2911,0.3698,HDM,NO,LDZ,YES
1314,3 - 6 months,DWC,Recurrent,18,19.29,225.47,3662,0.4687,HDM,NO,LDZ,YES
1315,More than 12 months,DWC,Recurrent,1,1.56,898.22,680,0.6093,HDM,NO,HDZ,YES
1316,More than 12 months,DWC,Recurrent,157,134.58,424.91,50427,0.8069,HDM,YES,HDZ,NO
1317,3 - 6 months,DWC,Recurrent,1,1.89,291.5,279,0.4594,HDM,NO,LDZ,YES
1318,More than 12 months,DWOC,Recurrent,71,37.4,230.34,11966,0.6634,LDM,YES,HDZ,YES
1319,3 - 6 months,DWC,Recurrent,15,11.62,336.98,3902,0.6341,HDM,NO,HDZ,NO
1320,3 - 6 months,DWC,Recurrent,149,77.6,278.03,30929,0.7751,HDM,YES,HDZ,YES
1321,1 - 2 months,DWC,New,9,13.12,300.73,2433,0.3572,LDM,NO,LDZ,YES
1322,1 - 2 months,DWC,New,95,78.08,195.09,16694,0.5989,HDM,NO,HDZ,NO
1323,More than 12 months,DWC,Recurrent,137,88.09,305.88,31173,0.6795,HDM,YES,HDZ,NO
1324,1 - 2 months,DWC,New,5,9.9,123.51,592,0.1775,HDM,NO,LDZ,YES
1325,More than 12 months,DWC,Recurrent,344,199.41,259.48,65940,0.6876,HDM,YES,HDZ,NO
1326,3 - 6 months,DWC,Recurrent,65,31.75,277.05,13407,0.8484,HDM,NO,HDZ,YES
1327,3 - 6 months,DWC,Recurrent,130,93.05,313.82,30263,0.6346,HDM,YES,HDZ,NO
1328,1 - 2 months,DWC,New,7,4.53,70.18,470,0.375,HDM,NO,LDZ,YES
1329,7-12 months,DWC,Reactivated,34,19.39,207.33,5862,0.6664,HDM,NO,HDZ,YES
1330,3 - 6 months,DWC,Recurrent,383,260.89,302.03,87731,0.7731,HDM,YES,HDZ,NO
